nama_kue,deskripsi,sejarah_kue,cara_pembuatan,daerah_kue,gambar,link_sumber
Putri keraton,"Putri Keraton adalah kue tradisional yang diperkenalkan berasal dari Kota Banjarmasin, Kalimantan Selatan. Kue ini termasuk dalam kategori kue basah dan terdapat dua jenis berdasarkan cara mengolahnya, dikukus dan dipanggang. Bahan utama pembuatan kue ini menggunakan biskuit untuk lapisan bawahnya sehingga teksturnya akan kering, berlainan antara lapisan atasnya yang lembut.",Kue Putri Keraton berasal dari lingkungan bangsawan Jawa dan melambangkan keanggunan.,"Bahan yang digunakan untuk membuat kue Putri Keraton adalah telur, biskuit, susu kental manis, susu cair, mentega dan air secukupnya. Adapun proses pembuatannya, dengan cara memisahkan putih dan kuning telur duluan. Selanjutnya adalah merendam biskuit di dalam air dan menyiapkan adonan pertama dari kuning telur yang dicampur dengan mentega hingga lembut. Setelahnya, berturut-turut dimasukkan susu dan susu cair hingga tercampur semua. Berikutnya, akan ditambahkan biskuit yang sudah hancur di awal tadi. Adapun bagian putih telur akan dikocok hingga mengembang dan keras. Adonan ini kemudian ditambahkan ke adonan pertama sedikit demi sedikit. Selanjutnya adalah memasukkan adonan ke dalam tuangan dan dikukus atau dipanggan sampai matang.",Banjarmasin,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Putri_Keraton.jpg/500px-Putri_Keraton.jpg,https://id.wikipedia.org/wiki/Putri_keraton
Kue putri salju,"Kue putri salju adalah sejenis kue kering yang berbentuk bulan sabit dan di atasnya diselimuti dengan gula halus seperti salju. Selain berbentuk bulan sabit, kue ini ada yang berbentuk bulat, lonjong, dan bulat pipih. Kue putri salju dibuat dari adonan tepung terigu, tepung maizena, mentega dan kuning telur yang dipanggang di dalam oven sampai matang dan di atasnya diselimuti dengan gula halus. Kue ini banyak digemari oleh orang-orang karena rasanya yang enak, gurih dan dingin ketika menggigitnya. Kue putri salju mulai banyak dikreasikan dengan berbagai varian, salah satunya varian rasa pandan. Kue putri salju biasanya menjadi sajian khas pada hari raya, seperti Idulfitri, Natal, dan tahun baru Imlek. Kue putri salju biasanya dijual dalam kemasan stoples plastik di toko roti, toko kue, dan pasar swalayan. Kue putri salju adalah kue kering berbentuk bulan sabit yang dibalut dengan gula halus sehingga terlihat seperti tertutup salju. Asal-usul kue ini sebenarnya berasal dari Eropa, tepatnya Austria, dengan nama asli Vanillekipferl. Kue ini kemudian menyebar ke berbagai negara dan mengalami adaptasi sesuai dengan selera lokal. Di Indonesia, kue putri salju menjadi salah satu hidangan wajib saat perayaan Lebaran. Teksturnya yang lembut dan mudah meleleh di mulut menjadikannya sangat digemari oleh berbagai kalangan usia. Seiring waktu, berbagai variasi rasa pun mulai bermunculan, seperti putri salju keju, coklat, atau pandan.","Ada sebuah kue kering yang disukai oleh tua-muda, dari anak-anak sampai orang dewasa. Ciri khasnya terletak pada taburan gula halus di atasnya. Inilah sekelumit sejarah kue putri salju yang melanglang buana melintasi benua. Ternyata, kue putri salju adalah kue yang berasal dan sangat populer di Austria dan Jerman. Di sana, kue yang terasa renyah sekaligus lembut ketika digigit ini biasanya disajikan selama libur Natal. Entah sejak kapan kue Putri Salju mulai bermunculan di Indonesia. Diperkirakan kue ini sudah ada di Indonesia sejak lama. Seiring berkembangnya zaman, kue ini kemungkinan besar juga dibawa oleh orang asing yang datang ke Indonesia untuk berlibur atau bahkan untuk sekadar hobi. Kue putri salju menjadi salah satu kue terpopuler saat itu karena rasanya yang lezat. Seperti nastar dan kastengel, kue yang rasanya manis ini juga mengalami perubahan resep untuk mengakomodasi lidah masyarakat Indonesia. Ada kemungkinan besar kue berwarna putih yang kita kenal sekarang ini lebih dekat dengan Austria. Sebab bentuk dan rasa kue sejenis yang ada di negara Eropa tersebut memiliki bentuk yang mirip dengan di Indonesia. Salah satu ciri khas yang menjadi kesamaan sejarah kue putri salju antara Austria dan Indonesia dapat dilihat dari bentuk dan rasa. Lebih tepatnya, berbentuk bulan sabit dengan cita rasa vanilla dengan ornamen gula halus. Sementara itu diyakini apabila nama putri salju sendiri diambil dari taburan gula halus yang menyelimuti permukaannya. Apabila dilihat sepintas memang sangat mirip dengan permukaan yang diselimuti salju.","Bahan-bahan 400 gram tepung terigu protein sedang 100 gram tepung maizena 3 butir kuning telur 300 gram butter atau mentega 40 gram susu bubuk 150 gram keju cheddar parut 120 gram gula halus Gula donat secukupnya Cara membuat Kocok mentega, gula halus, dan kuning telur dengan mixer berkecepatan rendah selama dua menit. Matikan mixer, kemudian masukkan keju parut dan aduk rata. Selanjutnya, masukkan campuran terigu, tepung maizena, dan susu bubuk. Aduk rata dengan spatula sampai adonan bisa kamu uleni. Cetak adonan sesuai selera, kemudian susun di loyang yang sudah diolesi margarin atau kertas roti. Panggang adonan putri salju dengan suhu 150 derajat Celcius hingga matang, kurang lebih 20 menit. Gulingkan kue pada gula donat secukupnya. Setelah dingin masukkan ke dalam toples.",Seluruh Indonesia (pengaruh Eropa),https://upload.wikimedia.org/wikipedia/id/thumb/9/9d/Kue_putri_salju.jpg/500px-Kue_putri_salju.jpg,https://id.wikipedia.org/wiki/Kue_putri_salju
Kue putu,"Kue putu adalah jenis kudapan tradisional Indonesia berupa kue dengan isian gula jawa, dibalut dengan parutan kelapa, dan tepung beras butiran kasar. Kue ini di kukus dengan diletakkan di dalam tabung bambu yang sedikit dipadatkan. Kue ini dijual pada saat matahari terbenam sampai larut malam. Suara khas ttuu.. uap yang keluar dari alat suitan ini sekaligus menjadi alat promosi bagi pedagang yang berjualan. Kue putu ini umumnya dihidangkan dalam warna putih dan hijau. Sedangkan dalam varian Putu Bugis (berasal dari Sulawesi Selatan), biasanya kue dibuat menggunakan bahan seperti beras ketan hitam tanpa gula sehingga menghasilkan warna kue putu yang gelap cenderung hitam. Putu Bugis biasanya dimakan dengan taburan parutan kelapa dan sambal, serta hanya dijual pagi hari sebagai pengganti sarapan yang praktis. Melalui diaspora Jawa dan Bugis, kue putu juga dipopulerkan ke negara lain oleh orang Jawa dan Bugis, seperti ke Singapura dan Malaysia. Kue putu adalah makanan tradisional yang terbuat dari tepung beras, gula merah, dan kelapa parut, dikukus dengan menggunakan bambu sebagai cetakannya. Namun, lebih dari sekadar makanan, kue putu membawa filosofi mendalam yang terkandung di dalam proses pembuatannya dan bentuknya. Kue putu memiliki sejarah yang panjang dan kaya. Kue ini berasal dari Jawa, Indonesia, namun juga populer di berbagai negara lain di Asia Tenggara, seperti Malaysia dan Filipina. Dalam tradisi Jawa, kue putu sering dihidangkan dalam berbagai upacara adat dan perayaan agama. Kue ini mencerminkan nilai-nilai luhur budaya Jawa dan simbolisasi spiritual yang mendalam. Proses pembuatan kue putu dimulai dengan mencampurkan tepung beras dengan air hingga menjadi adonan yang bisa dibentuk. Adonan ini kemudian dimasukkan ke dalam cetakan bambu bersamaan dengan isian gula merah dan kelapa parut. Setelah itu, cetakan bambu ditempatkan di atas panci pengukus, dan kue putu dikukus hingga matang. Meski tampak sederhana, proses pembuatan kue putu sebenarnya melambangkan kesabaran dan ketelatenan. Kesabaran diperlukan dalam menunggu kue matang dengan sempurna, sementara ketelatenan diperlukan dalam menyiapkan bahan-bahan dan memastikan setiap langkah dilakukan dengan benar. Ini mencerminkan filosofi hidup masyarakat Jawa yang menekankan pentingnya kesabaran dan ketelatenan dalam menjalani kehidupan sehari-hari. Bentuk kue putu yang unik, yang sering kali berupa silinder panjang, juga memiliki makna filosofis. Bentuk silinder melambangkan keberlanjutan dan keseimbangan hidup. Hal ini mencerminkan pandangan masyarakat Jawa tentang pentingnya keseimbangan dalam kehidupan, baik dalam hubungan antarmanusia maupun dalam hubungan dengan alam. Lebih jauh lagi, kue putu juga merupakan simbol dari keharmonisan. Komposisi bahan-bahan yang digunakan dalam pembuatan kue putu, yaitu tepung beras, gula merah, dan kelapa parut, merepresentasikan keragaman. Meskipun bahan-bahan ini berbeda, mereka bisa menyatu dengan sempurna untuk menciptakan kue yang lezat dan menarik. Ini adalah refleksi dari konsep keharmonisan dalam masyarakat, di mana perbedaan dihargai dan diakui sebagai bagian penting dari keseluruhan.Secara keseluruhan, kue putu bukan hanya sekadar makanan tradisional yang lezat. Kue ini juga menawarkan wawasan mendalam tentang filosofi hidup, nilai-nilai budaya, dan simbolisme yang dihargai oleh masyarakat Jawa dan Indonesia pada umumnya.","Secara etimologi, istilah putu dalam bahasa Indonesia merupakan kata serapan dari bahasa Jawa: ??, translit. puthu yang berakar dari istilah kuno bahasa Jawa: ???, translit. puthon yang berarti bundar atau lingkaran, merujuk kepada bentuk rongga buluh bambu yang digunakan dalam proses pembuatan kue putu bambu. Dalam bahasa Indonesia, Bali, dan Tagalog, varian kue putu bambu juga dikenali dengan istilah putu bumbung, puthu bumbung (?????), dan puto bumbong (?? ????) secara berurutan yang berakar dari isilah dalam bahasa Jawa: ?????, translit. puthu bumbung yang bermakna kue isian (gula jawa) yang dibuat menggunakan buluh. Dalam masyarakat Bali, putu (??) merupakan nama keluarga non-bangsawan kasta sudra yang menunjukkan urutan silsilah pertama dalam keluarga inti. Kasta sudra dikenali sebagai kaum yang memiliki mata pencaharian dasar yang dapat berupa sebagai pedagang atau penjual makanan, diperkirakan istilah kutu putu juga berangkat dari perkataan ini, yang bermakna kue yang dijual oleh Putu.Kue Putu kemungkinan merupakan kudapan yang berasal dari India yakni kue Puttu. Persebarannya dipengaruhi oleh para pedagang atau pendatang dari India. Sebab di India kue ini tercatat pada abad 15, sedangkan di Nusantara baru ada pada pada abad 18 dan tercatat pada tahun 1814. Menurut sejarah, kue putu adalah kue tradisional dari Tiongkok yang sudah ada sejak ratusan tahun lalu pada masa Dinasti Ming. Sebelumnya, kue ini bernama Xian Roe Xiao Long yaitu kue tepung beras yang diisi pakai kacang hijau lembut yang dimasak dalam cetakan bambu. Kemudian mulai disebut Putu karena diambil dari teks sastra lama Serat Centhini yang ditulis tahun 1814 pada masa kerajaan Mataram. Kue ini berasal dari adonan tepung beras berwarna hijau yang kemudian dimasukkan ke dalam bambu kecil dan juga tak lupa memasukkan gula merah di bagian tengah adonan. Setelah dimasukkan ke dalam bambu, kue putu dikukus di atas uap panas sehingga menimbulkan suara yang nyaring dan khas. Karena dalam naskah sastra lama, Serat Centhini yang ditulis pada tahun 1814 di masa kerajaan Mataram, muncullah nama puthu. Di naskah tersebut, disebutkan bahwa Ki Bayi Panurta yang meminta santrinya menyediakan hidangan pagi menyajikan makanan pendamping berupa serabi dan puthu. Begitu pula di naskah lainnya. Puthu identik dengan kudapan yang disajikan pagi hari.","Tepung beras diisi gula merah, dimasukkan ke cetakan bambu, dan dikukus. Disajikan dengan kelapa parut.",Jawa dan Betawi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/22._Ku%C3%A9_putu_1.jpg/500px-22._Ku%C3%A9_putu_1.jpg,https://id.wikipedia.org/wiki/Kue_putu
Putu mayang,"Putu mayang adalah kue tradisional yang dibuat dari tepung kanji atau tepung beras yang berbentuk seperti mi, dengan campuran santan kelapa, dan disajikan dengan kinca atau gula jawa cair. Di Indonesia kue ini merupakan bagian dari seni kuliner Betawi. Akan tetapi, asal mula kue ini mungkin terkait dengan kue putu mayam yang berasal dari India Selatan. Kedua-duanya memiliki bentuk adonan tepung kanji atau tepung beras yang dicetak menyerupai gumpalan mi. Namun putu mayang Indonesia sedikit berbeda dibandingkan putu mayam India yang juga dapat ditemukan di Sri Lanka, Malaysia, dan Singapura. Gumpalan putu mayang Indonesia lebih menyatu dan tebal dengan ukuran gumpalan yang kecil, sementara putu mayam India memiliki helai seperti mi yang lebih halus dan ukuran yang lebih lebar. Putu mayang juga populer bagi masyarakat Melayu di Kepulauan Riau sebagai hidangan saat Ramadhan, camilan, maupun hidangan pada pesta pernikahan. Memakan kue ini dapat dilakukan dengan menyiram gula merah dan santan, atau memberi tambahan sedikit taburan kelapa pada gula putu mayang tersebut.",Putu Mayang merupakan jajanan khas Betawi yang memiliki pengaruh India Selatan. Kue ini berbentuk mi warna-warni dan disajikan dengan kuah santan manis.,"Tepung beras dimasak hingga kalis, dicetak seperti mi, lalu dikukus dan disajikan dengan saus gula merah.",Betawi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Putu_mayang.JPG/500px-Putu_mayang.JPG,https://id.wikipedia.org/wiki/Putu_mayang
Kue rangi,"Kue rangi, atau juga disebut sagu rangi, adalah salah satu kue tradisional Betawi. Kue ini terbuat dari campuran tepung kanji (orang Betawi biasa menyebutnya tepung sagu) dengan kelapa parut yang dipanggang dengan cetakan khusus di atas tungku kecil dan ditutup agar cepat matang. Kue rangi disajikan dengan olesan gula merah yang dikentalkan dengan sedikit tepung kanji. Untuk menambah selera dan wangi, gula merah dicampur dengan potongan nangka, nanas atau durian.","Penamaan kue Rangi berasal dari singkatan digarang wangi. Hal ini dikarenakan terdapat proses menggarang yang merujuk kepada proses memasak tanpa minyak dan menggunakan bara api dari kayu. Proses memasak ini yang membuat kue Rangi terasa gurih. Tepung yang digunakan adalah tepung sagu aren agar menghasilkan kue Rangi yang kenyal. Proses memasak tanpa minyak ini dikarenakan kelapa parut yang ditambahkan akan menghasilkan minyak sendiri dan santan kental yang akan menyatukan adonan kue Rangi. Cetakan kue rangi mirip dengan cetakan kue pancong atau bandros tetapi ukurannya lebih kecil. Beberapa pedagang kecil membuat kue rangi tanpa menggunakan cetakan kue.Bahan utama untuk membuat kue rangi antara lain: kelapa tua, tepung kanji atau tapioka, serta sedikit garam dan air. Adonan bahan kue ini tidak dapat bertahan lama karena mudah basi, sehingga harus dihabiskan dalam waktu satu hari. Kue rangi dijajakan secara tradisional oleh pedagangan dengan berkeliling sambil mendorong gerobak. Biasanya pedagang akan berkeliling dari satu kampung ke kampung lainnya. Namun karena bergesernya zaman dan sedikit orang yang mengetahui kue rangi, keberadaan pedagang kue rangi mulai sulit dijumpai.","Tepung sagu dicampur kelapa parut dan garam, dicetak di wajan besi, dan disajikan dengan saus gula merah kental.",Betawi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Rangi_170305-0092_ipb.JPG/500px-Rangi_170305-0092_ipb.JPG,https://id.wikipedia.org/wiki/Kue_rangi
Rara gudig,"Rara Gudig adalah makanan/kue tradisional khas Cirebon yang terbuat dari tepung beras. Kue ini disebut rara gudig karena terdapat bintik-bintik putih, coklat atau merah pada sekitar permukaan kue, dan sudah ada sejak zaman penjajahan Belanda. Pada awalnya kue ini termasuk dalam kelengkapan hidangan pada acara selamatan, terutama isi besek (makanan yang diletakkan pada kotak anyaman bambu untuk dibawa pulang oleh peserta selamatan). Dalam perkembangannya, kue ini tidak hanya untuk keperluan acara selamatan saja, namun sudah menjadi hidangan/kue pendamping pada saat bersantai minum teh pada sore hari. Kue ini dapat ditemukan di toko oleh-oleh sekitar Jl. Raya Siliwangi, Kejaksan, Kota Cirebon, Jawa Barat. Bahan-bahan untuk membuat kue ini yaitu tepung beras ketan putih, kelapa, gula merah, vanili, garam, daun pisang klutuk/plastik, dan air. Untuk membuat kue ini diperlukan peralatan-peralatan yaitu kuali, sendok kayu adukan, cetakan loyang atau tampah, parutan, saringan, baskom, dan pisau. Pada tahun 2017, rara gudig telah dicatat sebagai Warisan Budaya Tak Benda kategori Kuliner Tradisional dengan Nomor Registrasi: 2017007802 di situs web Warisan Budaya Takbenda Kementerian Pendidikan dan Kebudayaan Republik Indonesia.",Rara Gudig merupakan jajanan khas Cirebon yang terbuat dari tepung beras dan santan.,Adonan dicampur gula merah lalu dikukus. Teksturnya lembut dan legit.,Cirebon,https://drive.google.com/uc?export=view&id=1ubUQMQ6VihSiWCdD8JdVohfhsWj_TjhM,https://id.wikipedia.org/wiki/Rara_gudig
Rintak,"Rintak adalah kue kering khas dari Bangka Belitung yang terbuat dari tepung tapioka, gula, dan santan. Kue rintak biasa disajikan pada perayaan Idulfitri di rumah-rumah. Kue kering ini memiliki rasa manis yang bercampur dengan gurih dari kelapa. Variasi kue rintak juga ditemui dengan tambahan jahe atau wijen.",Kue Rintak merupakan kue kering berbahan sagu khas Bangka. Dulu menjadi makanan utama saat musim paceklik.,Tepung sagu dicampur santan dan gula lalu dipanggang. Teksturnya kering rapuh dan manis ringan.,Bangka Belitung,https://drive.google.com/uc?export=view&id=16KVABhnyLndEgXqB8kqeNR5aI6QiCc6J,https://id.wikipedia.org/wiki/Rintak
Risoles,"Risoles, atau biasa disebut risol (bahasa Inggris: rissole), adalah pastri berisi daging, biasanya daging cincang, dan sayuran yang dibungkus dadar, dan digoreng setelah dilapisi tepung panir dan kocokan telur ayam. Hidangan ini juga dapat dipanggang di dalam oven, dan disajikan sebagai hors-doeuvre atau entre ringan. Risoles berukuran kecil dapat dipakai sebagai hiasan untuk hidangan dari potongan besar daging unggas atau daging sapi. Isi risoles dapat berupa daging ayam, daging sapi, daging ikan, udang, jamur kancing, wortel, kentang, atau buncis. Adonan dadar dibuat dari campuran tepung terigu, kuning telur, mentega (margarin), dan air atau susu. Dua jenis risoles yang dikenal di Indonesia adalah risoles sayuran bercampur daging tumis, dan risoles berisi ragout. Bentuk kue ini persegi panjang seperti amplop. Risoles berbentuk segitiga umumnya berisi ragout. Risoles dapat dimakan dengan menambahkan saus kacang encer, sambal botol, atau cabai rawit.","Risoles dulunya disebut roinsolles, mulai dikenal pada abad ke-13. Pada waktu itu, makanan ini hanya sekadar panekuk yang digoreng di penggorengan memakai mentega atau lemak sapi/lemak babi. Pada perkembangan berikutnya, makanan ini barulah diisi dengan daging cincang. Dalam istilah kuliner Prancis, kata rissoler berarti menjadikan coklat. Sebuah rissole selalu dibungkus oleh pastri gelembung atau sejenisnya, biasanya digoreng, tetapi kadang-kadang dipanggang di dalam oven. Rissole memiliki rasa asin atau manis. Rasa manis didapat dengan menaburinya dengan gula halus dan melengkapinya dengan saus buah.","500 gram tepung terigu 2 butir kuning telur 2 sdm susu bubuk 2 sdm tepung tapioka 2 sdm minyak goreng 1/2 sdt garam putih telur untuk merekatkan risoles air secukupnya tepung panir secukupnya minyak goreng secukupnya500 gram kentang, potong dadu kecil 1 buah wortel, potong dadu kecil 3 buah sosis goreng, potong dadu kecil 1 tangkai daun bawang 1 tangkai daun seledriUntuk membuat adonan kulit, campur tepung terigu, tepung tapioka, dan susu bubuk. Aduk rata. Lalu, masukkan kuning telur dan air secukupnya sampai adonan licin. Saring agar tidak bergerindil. Panaskan sedikit minyak. Lalu dadar kulit risoles satu per satu sampai adonan habis. Tumis bumbu halus. Masukkan kentang dan wortel. Tambahkan air secukupnya. Masak hingga kentang matang dan air menyusut. Matikan api. Masukkan sosis, daun bawang, dan daun seledri. Ambil kulit risolis. Beri isian. Gulung. Celupkan ke putih telur yang sudah dikocok lepas. Gulingkan ke tepung panir. Lakukan sampai sampai habis. Panaskan minyak goreng. Goreng risoles sampai kecokelatan. Angkat dan sajikan bersama sambal.",Seluruh Indonesia (pengaruh Belanda),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Risole2.jpg/500px-Risole2.jpg,https://id.wikipedia.org/wiki/Risoles
Roti baras,"Roti baras atau wadai baras adalah kue khas Barabai, Hulu Sungai Tengah, Kalimantan Selatan yang dibuat dari tepung beras yang dipanggang. Umumnya kue ini dihidangkan saat hari raya atau sata perkumpulan keluarga. Roti baras terbagi menjadi dua bedasarkan jenis gula yang digunakan dalam adonan, yaitu baras putih (menggunakan gula putih) dan baras habang (menggunakan gula merah). Makanan ini jarang dijumpai di luar Barabai, karena proses pembuatannya yang masih secara tradisional.",Roti Baras merupakan jajanan khas Kalimantan Selatan yang dibuat dari tepung beras dan santan.,Adonan dipanggang hingga matang dan beraroma harum. Rasanya manis lembut.,Kalimantan Selatan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Kue_Baras_001.jpg/500px-Kue_Baras_001.jpg,https://id.wikipedia.org/wiki/Roti_baras
Sagon,"Sagon adalah sejenis kue basah yang pada zaman dahulu banyak dibuat dari campuran kelapa yang diparut halus dan tepung sagu, namun di beberapa daerah kini dibuat dari tepung ketan maupun tepung kanji. Dua bahan utama berupa parutan kelapa dan tepung tersebut dipadatkan di loyang khusus yang umumnya berbentuk setengah lingkaran. Namun di beberapa daerah, seperti di Wonosobo, sagon berbentuk lingkaran. Sagon dikenal di Indonesia, utamanya di banyak daerah di pulau Jawa dan Sumatra. Cita rasa yang dihasilkan cenderung gurih dan manis dan biasanya ditaburi bahan tambahan berupa gula pasir sebagai pugasan. Aroma sagon yang harum dari karamelisasi bahan-bahannya menjadi ciri khas sagon yang biasanya dibakar langsung di atas tungku arang. Ketika dimakan, sagon yang cenderung memiliki tekstur keras di luar, akan meleleh di dalam mulut. Proses pembuatannya mudah meskipun ada beberapa cara berbeda. Di Wonosobo, sagon dimasak dengan memanaskan sisi bawah dan sisi atas loyang sekaligus dengan arang panas yang ditempatkan di nampan logam. Asal-usul penamaan sagon diyakini dari bahan dasarnya yakni tepung sagu. Namun karena perkembangan zaman dan kelangkaan bahan, banyak yang mengganti bahan sagu dengan tepung ketan, dengan hasil yang tidak begitu berbeda meskipun memengaruhi cita rasanya.",Sagon adalah kue kering tradisional berbahan kelapa yang populer sejak masa kolonial.,Kelapa parut disangrai bersama tepung ketan dan gula. Hasilnya kering dan wangi.,Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Sagon_Wonosobo.jpg/500px-Sagon_Wonosobo.jpg,https://id.wikipedia.org/wiki/Sagon
Kue Sarikaya,"Kue Sarikaya atau juga dikenal dengan nama Kayapu dan Bingka Telur Gula Merah, merupakan kue khas yang berasal dari Kalimantan Selatan. Menurut orang Banjar, Sarikaya pertama kali dibuat oleh Puteri Junjung Buih, seorang puteri yang berasal dari Kerajaan Negara Dipa dalam Hikayat Banjar. Kue ini terbuat dari bahan dasar telur, tepung terigu, santan dan air yang dikukus. Kue ini umumnya memiliki bentuk bunga dengan tekstur yang lembut dan rasa manis. Kue ini sering disajikan dalam acara adat dan upacara tradisional di Kalimantan Selatan. Selain itu, kue ini juga populer sebagai hidangan berbuka puasa selama bulan Ramadan karena rasa manisnya.",Kue Sarikaya adalah kue klasik Melayu yang sering dijadikan lapisan pada kue talam.,"Campuran telur, santan, gula, dan pandan dikukus hingga lembut. Rasanya manis gurih.",Kalimantan Selatan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kue_Sarikaya_gula_merah_di_Paringin%2C_Balangan.jpg/500px-Kue_Sarikaya_gula_merah_di_Paringin%2C_Balangan.jpg,https://id.wikipedia.org/wiki/Kue_Sarikaya
Kue satu,"Kue satu (di Jawa Barat, Banten, dan Jakarta) atau kue koya (di Jawa Tengah dan Jawa Timur) adalah sebuah kue kering tradisional berwarna putih yang bertekstur renyah dan sedikit keras. Makanan ini populer di Indonesia namun asal-usulnya tidak diketahui secara pasti. Kue satu terbuat dari kacang hijau tanpa kulit dan gula. Warna putih terjadi setelah kacang hijau dijemur atau dioven. Makanan ini umumnya dikenal sebagai kue tradisional di Indonesia, khususnya di pulau Jawa. Di Indonesia, kue tersebut biasanya disajikan pada hari-hari raya, seperti Lebaran, Natal, dan Imlek. Kue tersebut diyakini berasal dari koleksi kuliner Tionghoa-Indonesia. Kata sa dan tu (??, sha tou) dalam bahasa Tionghoa berarti tepung dan kacang. Kata kiri menerangkan kata kanan. Kata kanan berperan utama. Jadi, kue tepung kacang, berarti kue kacang berbentuk tepung. Disebut demikian karena bahan utamanya adalah kacang, yaitu kacang hijau, dalam bentuk tepung yang telah dipadatkan. Bisa dibandingkan dengan tausa (kacang tepung), yaitu adonan (pasta) tepung untuk mengisi kue-kue lain (bakpao, kue pia, dll.) yang terbuat dari kacang, yang juga populer di Indonesia. Pada tausa, warna hitam pasta kacang hijau bisa terjadi dengan penambahan tawas yang dapat dikonsumsi. Kue satu populer karena rasanya yang enak, lumer di mulut, awet disimpan lama meski tanpa pengawet buatan, tanpa bahan kimia, kandungan gizi yang baik, dan kaya serat. Ada juga yang menambahkan vanili sebagai pengharum. Vanili awalnya dari tumbuhan, baru belakangan muncul vanili sintetik dari bahan kimia. Penambahan vanili bisa diketahui dari aromanya. Biasanya vanili jarang digunakan, karena akan menambah biaya produksi kue ini. Produksi kue satu biasanya dikerjakan oleh keluarga sederhana di daerah pinggir kota atau pedesaan, dengan tenaga kerja yang melibatkan anggota keluarga dari nenek, ibu, sampai cucunya. Alat kerja utamanya adalah cetakan dari kayu. Kacang hijau dipilih, dicuci, disangrai, dan ditampi secara manual. Lalu ditumbuk menjadi tepung, memakai lumpang dan alu batu, dan ditambahkan gula. Dicetak dengan cara dipadatkan ke cetakan kayu, di atas meja kayu. Dipanaskan dengan dijemur terik matahari, memakai tampah. Bagi yang mampu, dilanjutkan dengan panas kompor, memakai kotak kaleng atau aluminium. Dikemas dengan kertas kopi atau kertas minyak. Belakangan, banyak yang dari plastik bening ukuran kecil. Hasil penjualannya untuk membiayai kelangsungan hidup keluarga. Itu dilakukan turun temurun dari generasi ke generasi. Dalam perkembangan zaman, makin banyak orang yang ikut membuatnya, termasuk industri skala kecil-menengah yang memakai kemasan yang lebih menarik perhatian calon pembeli.",Kue Satu adalah kue kering khas Sunda yang dibuat sejak masa lampau. Namanya berasal dari bentuk kecil satu-satu.,"Tepung kacang hijau disangrai, dicampur gula halus, lalu dicetak kecil. Teksturnya kering lembut.",Jawa Barat,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Kue_satu.JPG/500px-Kue_satu.JPG,https://id.wikipedia.org/wiki/Kue_satu
Kue semprong,"Kue semprong, atau yang juga dikenal sebagai sapit, sepit, kue belanda, gapit, kassipi atau kapitadalah kue kering yang berasal dari Indonesia. Kue ini berbentuk silinder panjang seperti pipa dengan rasa yang khas dan unik. Kue semprong juga hadir dalam bentuk lain, seperti bentuk segitiga dan persegi panjang. Rasa kue ini tidak terlalu manis dan terasa renyah serta gurih ketika digigit. Kue semprong dipercaya pertama kali dibawa oleh bangsa Portugis, karena kue ini mirip dengan kue krumkake yang berasal dari Norwegia. Namun, bahan-bahan dan bentuk kue ini sudah dimodifikasi dari kue aslinya. Namun, terdapat beberapa kota atau daerah yang mengakui bahwa kue semprong merupakan makanan khas dari daerah mereka. Kabupaten Sekadau, mengklaim bahwa kue semprong adalah ciri khas daerahnya sebagai penganan khas Kalimantan Barat, dimana kue Semprong dibuat secara khusus pada hari-hari besar dan dihadirkan pada acara-acara selamatan, pernikahan dan ritual sejenis. Selain itu, pemerintah Kota Cimahi pada 2002 mematenkan kue Semprong sebagai makanan khas Cimahi. Adapun bentuk yang dipatenkan adalah kue semprong yang berbentuk kipas.","Kue semprong berasal dari istilah dalam bahasa Jawa yang merujuk pada teknik pengolahan di panggang menggunakan cetakan semprong kemudian digulung menyerupai lampu semprong, segitiga, pipih seperti kipas dan persegi panjang.).","Bahan pembuatan kue semprong sangat mudah di dapatkan, yaitu: Telur Tepung gula Tepung beras Tepung sagu Santan Margarin Wijen (opsional) Garam",Kalimantan Barat,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kue_semprong.jpg/500px-Kue_semprong.jpg,https://id.wikipedia.org/wiki/Kue_semprong
